Volatility 3 Framework 2.7.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
668	services.exe	0x820e7700	0x1b4	Event	0x1f0003	
668	services.exe	0xe233a8c8	0x1b8	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
668	services.exe	0x81da47c0	0x1bc	Event	0x1f0003	
668	services.exe	0x8226ae38	0x1c0	IoCompletion	0x1f0003	
668	services.exe	0x81eab7c0	0x1c4	IoCompletion	0x1f0003	
668	services.exe	0x8226ae38	0x1c8	IoCompletion	0x1f0003	
668	services.exe	0x81e6da30	0x1cc	Event	0x1f0003	ScNetDrvMsg
668	services.exe	0x820def58	0x1d0	Event	0x1f0003	
668	services.exe	0x81da4be8	0x1d4	Event	0x1f0003	
668	services.exe	0xe1affb28	0x1d8	Port	0x1f0001	ntsvcs
668	services.exe	0xe1b4a588	0x1dc	Port	0x1f0001	
668	services.exe	0xe133c840	0x1e0	Port	0x1f0001	
668	services.exe	0x81daa9d0	0x1e4	File	0x12019f	\Device\NamedPipe\ntsvcs
668	services.exe	0x81e629d0	0x1e8	File	0x12019f	\Device\NamedPipe\ntsvcs
668	services.exe	0x81e62998	0x1ec	Event	0x1f0003	
668	services.exe	0x820f0da8	0x1f0	Thread	0x1f03ff	Tid 824 Pid 668
668	services.exe	0xe1b513a0	0x1f4	Port	0x1f0001	
668	services.exe	0x81fb3448	0x1f8	Thread	0x1f03ff	Tid 472 Pid 668
668	services.exe	0x81bf12f8	0x1fc	File	0x100003	\Device\Ip
668	services.exe	0x82279998	0x200	Process	0x1f0fff	imapi.exe Pid 756
668	services.exe	0x81da4f10	0x204	Event	0x100003	
668	services.exe	0x821b74b0	0x208	File	0x12019f	\Device\NamedPipe\scerpc
668	services.exe	0x821b7898	0x20c	File	0x100001	\Device\KsecDD
668	services.exe	0x821a5f90	0x210	File	0x12019f	\Device\NamedPipe\scerpc
668	services.exe	0x81e5fcc0	0x214	Event	0x1f0003	
668	services.exe	0x81e5fc90	0x218	Event	0x1f0003	
668	services.exe	0x81e5fc60	0x21c	Event	0x1f0003	
668	services.exe	0x81ecfd58	0x220	Thread	0x1f03ff	Tid 832 Pid 668
668	services.exe	0x81e5fbf0	0x224	Event	0x1f0003	
668	services.exe	0x820d4da8	0x228	Thread	0x1f03ff	Tid 816 Pid 668
668	services.exe	0x82063d60	0x22c	Event	0x1f0003	
668	services.exe	0xe1b4f4a0	0x230	Port	0x1f0001	
668	services.exe	0xe1b35d40	0x234	Port	0x1f0001	
668	services.exe	0x82063d30	0x238	Event	0x1f0003	
668	services.exe	0xe1b621b8	0x23c	Port	0x1f0001	
668	services.exe	0x81ecfab0	0x240	Event	0x1f0003	
668	services.exe	0x820e9ff0	0x244	Event	0x1f0003	
668	services.exe	0x820e9fc0	0x248	Event	0x1f0003	
668	services.exe	0x820e9f90	0x24c	Event	0x1f0003	
668	services.exe	0x81dbf6a0	0x250	Semaphore	0x100003	
668	services.exe	0xe11a5be0	0x254	Token	0xf01ff	
668	services.exe	0x82063c90	0x258	Event	0x1f0003	WBEM_ESS_OPEN_FOR_BUSINESS
668	services.exe	0x82331858	0x25c	Thread	0x1f03ff	Tid 840 Pid 668
668	services.exe	0xe1b3e5e0	0x260	Key	0x2	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SERVICECURRENT
668	services.exe	0x81e6b9d0	0x264	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe1
668	services.exe	0x81db23c8	0x268	Mutant	0x120001	ShimCacheMutex
668	services.exe	0xe1aceb88	0x26c	Section	0x2	ShimSharedMemory
668	services.exe	0x823315d8	0x270	Process	0x1f0fff	vmacthlp.exe Pid 844
668	services.exe	0xe1addb58	0x274	Port	0x1f0001	
668	services.exe	0x820da6a0	0x278	Event	0x100003	
668	services.exe	0x81ef3d80	0x27c	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe2
668	services.exe	0xe1b98180	0x280	Key	0x2001b	MACHINE\SYSTEM\CONTROLSET001\SERVICES\EVENTLOG
668	services.exe	0x81db8da0	0x284	Process	0x1f0fff	svchost.exe Pid 856
668	services.exe	0xe1b6a690	0x288	Port	0x1f0001	
668	services.exe	0x82299828	0x28c	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe3
668	services.exe	0x81ea6328	0x290	File	0x12019f	\Device\NamedPipe\net\NtControlPipe3
668	services.exe	0x81ddc930	0x294	Event	0x1f0003	
668	services.exe	0x8220e3e8	0x298	Thread	0x1f03ff	Tid 872 Pid 668
668	services.exe	0xe1b9a6f8	0x29c	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\COMPUTERNAME\ACTIVECOMPUTERNAME
668	services.exe	0xe1ba35d8	0x2a0	Token	0xf01ff	
668	services.exe	0x81fd7358	0x2a4	Event	0x1f0003	
668	services.exe	0x81eded18	0x2a8	Semaphore	0x100003	
668	services.exe	0x82249940	0x2ac	Event	0x1f0003	
668	services.exe	0x81e601c8	0x2b0	Semaphore	0x100003	
668	services.exe	0x822e6710	0x2b4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
668	services.exe	0xe1b94408	0x2b8	Section	0x17	
668	services.exe	0x822e6640	0x2bc	Semaphore	0x100003	
668	services.exe	0x822e6608	0x2c0	Semaphore	0x100003	
668	services.exe	0x81dcc5a8	0x2c4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\config\ODiag.evt
668	services.exe	0xe1b64498	0x2c8	Section	0x17	
668	services.exe	0x81dcc538	0x2cc	Semaphore	0x100003	
668	services.exe	0x81dcc500	0x2d0	Semaphore	0x100003	
668	services.exe	0x81dcc470	0x2d4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\config\OSession.evt
668	services.exe	0xe1b9a440	0x2d8	Section	0x17	
668	services.exe	0x81dcc400	0x2dc	Semaphore	0x100003	
668	services.exe	0x81dcc3c8	0x2e0	Semaphore	0x100003	
668	services.exe	0x81dcc338	0x2e4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
668	services.exe	0xe1b4db98	0x2e8	Section	0x17	
668	services.exe	0x81dcc2c8	0x2ec	Semaphore	0x100003	
668	services.exe	0x82249a38	0x2f0	Semaphore	0x100003	
668	services.exe	0x822499a8	0x2f4	File	0x12019f	\Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
668	services.exe	0xe1b5f5f0	0x2f8	Section	0x17	
668	services.exe	0x82249908	0x2fc	Semaphore	0x100003	
668	services.exe	0x822498d0	0x300	Semaphore	0x100003	
668	services.exe	0x82249658	0x304	Thread	0x1f03ff	Tid 928 Pid 668
668	services.exe	0x822495b0	0x308	Event	0x1f0003	
668	services.exe	0x81ebbd90	0x30c	Event	0x1f0003	
668	services.exe	0xe1b503d8	0x310	Port	0x1f0001	ErrorLogPort
668	services.exe	0xe1bd6378	0x314	Port	0x1f0001	
668	services.exe	0xe1b83458	0x318	Port	0x1f0001	
668	services.exe	0xe1bd1190	0x31c	Port	0x1f0001	
668	services.exe	0xe1b7d8c8	0x320	Key	0x20f003f	USER
668	services.exe	0xe1bb2300	0x324	Key	0xf003f	USER\S-1-5-20
668	services.exe	0x82263d18	0x328	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe5
668	services.exe	0x81ef1c88	0x32c	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe4
668	services.exe	0x81e61da0	0x330	Process	0x1f0fff	svchost.exe Pid 940
668	services.exe	0xe1b60a30	0x334	Port	0x1f0001	
668	services.exe	0x81ff7a48	0x338	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe0
668	services.exe	0x822843e8	0x33c	Process	0x1f0fff	svchost.exe Pid 1032
668	services.exe	0xe1bb03a0	0x340	Port	0x1f0001	
668	services.exe	0xe1ba3080	0x348	Port	0x1f0001	
668	services.exe	0xe1f834b0	0x34c	Port	0x1f0001	
668	services.exe	0xe1a4d150	0x350	Key	0xf003f	USER\S-1-5-20
668	services.exe	0xe1bae9a0	0x354	Token	0xf01ff	
668	services.exe	0x82060a60	0x358	Event	0x1f0003	
668	services.exe	0x82060a30	0x35c	Event	0x1f0003	
668	services.exe	0x82060a00	0x360	Event	0x1f0003	PnP_No_Pending_Install_Events
668	services.exe	0x8205fad0	0x364	Event	0x1f0003	
668	services.exe	0x8205fa90	0x368	Mutant	0x1f0001	PnP_Init_Mutex
668	services.exe	0xe1bba958	0x36c	Key	0xf003f	USER\S-1-5-19
668	services.exe	0x82263f90	0x370	File	0x1200a0	\Device\Ip
668	services.exe	0x8220f768	0x374	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe6
668	services.exe	0x81e18b28	0x378	Process	0x1f0fff	svchost.exe Pid 1080
668	services.exe	0xe1b72020	0x37c	Port	0x1f0001	
668	services.exe	0xe1bc1b30	0x380	Token	0xf01ff	
668	services.exe	0x821ab698	0x384	Event	0x1f0003	
668	services.exe	0x82306a48	0x388	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe7
668	services.exe	0x81ff7020	0x38c	Process	0x1f0fff	svchost.exe Pid 1200
668	services.exe	0xe1e81188	0x390	Port	0x1f0001	
668	services.exe	0xe1ba66f8	0x394	Port	0x1f0001	
668	services.exe	0x81fee8b0	0x398	Process	0x1f0fff	spoolsv.exe Pid 1412
668	services.exe	0x8224af90	0x39c	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe8
668	services.exe	0xe1b971e0	0x3a0	Port	0x1f0001	
668	services.exe	0xe1e87df8	0x3a4	Port	0x1f0001	
668	services.exe	0x81f0ab50	0x3a8	Semaphore	0x100003	
668	services.exe	0x81cb02f8	0x3ac	Event	0x21f0003	
668	services.exe	0x81da2ad8	0x3b0	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe10
668	services.exe	0x81dc8478	0x3b4	Thread	0x1f03ff	Tid 1484 Pid 668
668	services.exe	0x81fe52d0	0x3b8	Process	0x1f0fff	vmtoolsd.exe Pid 1664
668	services.exe	0x81e0eda0	0x3bc	Process	0x1f0fff	jqs.exe Pid 1580
668	services.exe	0xe17370c0	0x3c0	Port	0x1f0001	
668	services.exe	0xe1bf4138	0x3c4	Port	0x1f0001	
668	services.exe	0x82235b68	0x3c8	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe11
668	services.exe	0xe1b97020	0x3cc	Port	0x1f0001	
668	services.exe	0xe1f44df0	0x3d0	Port	0x1f0001	
668	services.exe	0xe11cbd40	0x3d4	Port	0x1f0001	
668	services.exe	0x81f37780	0x3dc	File	0x1200a0	\Device\Ip
668	services.exe	0xe1ae2ab0	0x3e0	Port	0x1f0001	
668	services.exe	0x822e6d48	0x3e4	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe12
668	services.exe	0x821a0568	0x3e8	Process	0x1f0fff	VMUpgradeHelper Pid 1816
668	services.exe	0xe1aff2b0	0x3ec	Port	0x1f0001	
668	services.exe	0xe1af6df0	0x3f0	Port	0x1f0001	
668	services.exe	0x81edfc50	0x3f4	Event	0x1f0003	
668	services.exe	0x81fd6308	0x3f8	Event	0x100003	
668	services.exe	0x81da1100	0x3fc	Event	0x100003	
668	services.exe	0xe161e0e8	0x400	Port	0x1f0001	
668	services.exe	0xe10b9b20	0x404	Port	0x1f0001	
668	services.exe	0x81db3328	0x408	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe14
668	services.exe	0xe2126380	0x40c	Port	0x1f0001	
668	services.exe	0x82284b58	0x410	Thread	0x1f03ff	Tid 1092 Pid 668
668	services.exe	0xe1f78168	0x414	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE
668	services.exe	0xe242d960	0x418	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
668	services.exe	0x81e0e400	0x41c	Thread	0x1f03ff	Tid 1720 Pid 668
668	services.exe	0x81e71028	0x420	File	0x1200a0	\Device\Tcp
668	services.exe	0x82106900	0x424	Event	0x1f0003	
668	services.exe	0xe175f178	0x428	Key	0x2001f	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
668	services.exe	0x81ede0f0	0x42c	Event	0x1f0003	
668	services.exe	0x8208cf48	0x430	Semaphore	0x1f0003	shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
668	services.exe	0x81ede0c0	0x434	Event	0x21f0003	
668	services.exe	0x81fbdf90	0x438	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
668	services.exe	0x81c96c40	0x43c	File	0x100020	\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
668	services.exe	0xe213aa68	0x440	Key	0x20f003f	USER\.DEFAULT
668	services.exe	0x81eb2ec8	0x444	Mutant	0x1f0001	
668	services.exe	0x82259f68	0x448	Event	0x1f0003	crypt32LogoffEvent
668	services.exe	0x822a77d8	0x44c	Event	0x1f0003	
668	services.exe	0x81eb2e60	0x450	Mutant	0x1f0001	
668	services.exe	0x822a77a8	0x454	Event	0x1f0003	
668	services.exe	0x822a7778	0x458	Event	0x1f0003	
668	services.exe	0x81fc0020	0x45c	Thread	0x1f03ff	Tid 568 Pid 668
668	services.exe	0x82126bf0	0x460	Thread	0x1f03ff	Tid 1420 Pid 668
668	services.exe	0x82272028	0x464	File	0x12019f	\Device\NamedPipe\ntsvcs
668	services.exe	0x81fd73c8	0x468	Event	0x100003	
668	services.exe	0x81d9d550	0x46c	Event	0x1f0003	
668	services.exe	0x821a8878	0x470	Event	0x1f0003	
668	services.exe	0x8205e508	0x474	File	0x120116	\Device\Tcp
668	services.exe	0xe10860e8	0x478	Port	0x1f0001	
668	services.exe	0x82085370	0x47c	Event	0x1f0003	
668	services.exe	0x8205a6f8	0x480	Thread	0x1f03ff	Tid 2008 Pid 668
668	services.exe	0x81f3fab0	0x484	Mutant	0x1f0001	
668	services.exe	0x81fdf9f8	0x488	Event	0x1f0003	
668	services.exe	0xe1bda6d0	0x48c	Key	0xf003f	USER\S-1-5-19
668	services.exe	0x81fce2c8	0x490	Thread	0x1f03ff	Tid 224 Pid 668
668	services.exe	0xe20f4030	0x494	Token	0xf01ff	
668	services.exe	0x8205a390	0x498	File	0x1a019f	\Device\NamedPipe\net\NtControlPipe13
668	services.exe	0x8205ada0	0x49c	Process	0x1f0fff	alg.exe Pid 188
668	services.exe	0xe19b7490	0x4a0	Port	0x1f0001	
668	services.exe	0x81fd2ad8	0x4a4	File	0x12019f	\Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
668	services.exe	0x81fce5e8	0x4a8	Thread	0x1f03ff	Tid 220 Pid 668
668	services.exe	0x81fce540	0x4ac	Event	0x1f0003	
668	services.exe	0xe20ed210	0x4b0	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
668	services.exe	0xe210b4d8	0x4b4	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\ROOT
668	services.exe	0xe1ef5250	0x4b8	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\AUTHROOT
668	services.exe	0xe2127e40	0x4bc	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\ROOT
668	services.exe	0xe213c210	0x4c0	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
668	services.exe	0xe15d10e8	0x4c4	Key	0xf003f	USER\.DEFAULT
668	services.exe	0xe2115860	0x4c8	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
668	services.exe	0xe2139250	0x4cc	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA
668	services.exe	0xe1f5b020	0x4d0	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED
668	services.exe	0xe1b31c30	0x4d4	Key	0xf003f	USER\.DEFAULT
668	services.exe	0xe21322c8	0x4d8	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED
668	services.exe	0xe1737928	0x4dc	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\DISALLOWED
668	services.exe	0x81e8afa0	0x4e0	Event	0x1f0003	
668	services.exe	0x81e8af70	0x4e4	Event	0x1f0003	
668	services.exe	0x81e8af40	0x4e8	Event	0x1f0003	
668	services.exe	0x81e8af10	0x4ec	Event	0x1f0003	
668	services.exe	0x81e8aee0	0x4f0	Event	0x1f0003	
668	services.exe	0x822ef6e8	0x4f4	Event	0x1f0003	
668	services.exe	0x8210e0c8	0x4f8	Event	0x100000	userenv: Machine Group Policy has been applied
668	services.exe	0x81eb4850	0x4fc	Event	0x100000	userenv: User Group Policy has been applied
668	services.exe	0x82063da8	0x500	Thread	0x1f03ff	Tid 536 Pid 668
668	services.exe	0xe1b4fe40	0x504	Key	0x20019	USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
668	services.exe	0x822ef6b8	0x508	Event	0x1f0003	
668	services.exe	0x822ef688	0x50c	Event	0x1f0003	
668	services.exe	0x822ef658	0x510	Event	0x1f0003	
668	services.exe	0x822ef628	0x514	Event	0x1f0003	
668	services.exe	0x822f3c08	0x518	Event	0x1f0003	
668	services.exe	0xe21159d8	0x51c	Key	0x20019	MACHINE\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
668	services.exe	0x822f3bd8	0x520	Event	0x1f0003	
668	services.exe	0x822f3ba8	0x524	Event	0x1f0003	
668	services.exe	0x822f3a18	0x528	Event	0x1f0003	
668	services.exe	0xe2133930	0x52c	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\TRUST
668	services.exe	0xe2118af8	0x530	Key	0xf003f	USER\.DEFAULT
668	services.exe	0xe1ba13c8	0x534	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\TRUST
668	services.exe	0xe21373d0	0x538	Key	0xf003f	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\TRUST
668	services.exe	0xe1f73828	0x53c	Key	0xf003f	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\MY
668	services.exe	0x81da9eb8	0x540	Event	0x1f0003	
668	services.exe	0x822f39e8	0x544	Event	0x1f0003	
668	services.exe	0x822f39b8	0x548	Event	0x1f0003	
668	services.exe	0x822f3988	0x54c	Event	0x1f0003	
668	services.exe	0x822f3958	0x550	Event	0x1f0003	
668	services.exe	0x81daa020	0x554	Event	0x1f0003	
668	services.exe	0x81daa0f0	0x558	Event	0x1f0003	
668	services.exe	0x81daa0c0	0x55c	Event	0x1f0003	
668	services.exe	0x81daa090	0x560	Event	0x1f0003	
668	services.exe	0x81daa060	0x564	Event	0x1f0003	
668	services.exe	0x821af288	0x568	Event	0x1f0003	
668	services.exe	0x821af258	0x56c	Event	0x1f0003	
668	services.exe	0x821af228	0x570	Event	0x1f0003	
668	services.exe	0x821af1f8	0x574	Event	0x1f0003	
668	services.exe	0xe20ec860	0x578	Key	0x20019	USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
668	services.exe	0x821af1c8	0x57c	Event	0x1f0003	
668	services.exe	0x820f9bd0	0x580	Event	0x1f0003	
668	services.exe	0x820f9ba0	0x584	Event	0x1f0003	
668	services.exe	0x820f9b70	0x588	Event	0x1f0003	
668	services.exe	0x820f9b40	0x58c	Event	0x1f0003	
668	services.exe	0x820f9b10	0x590	Event	0x1f0003	
668	services.exe	0x81e7e610	0x594	Event	0x1f0003	
668	services.exe	0x81e7e5e0	0x598	Event	0x1f0003	
668	services.exe	0x81e7e5b0	0x59c	Event	0x1f0003	
668	services.exe	0x81e7e580	0x5a0	Event	0x1f0003	
668	services.exe	0xe211c4a0	0x5a4	Key	0x20019	USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
668	services.exe	0x81e7e550	0x5a8	Event	0x1f0003	
668	services.exe	0x81e6c2e0	0x5ac	Event	0x1f0003	
668	services.exe	0x81e6c2b0	0x5b0	Event	0x1f0003	
668	services.exe	0x81e6c280	0x5b4	Event	0x1f0003	
668	services.exe	0x81e6c250	0x5b8	Event	0x1f0003	
668	services.exe	0x81e6c220	0x5bc	Event	0x1f0003	
668	services.exe	0x820853a8	0x5c0	File	0x100001	\Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Application Data\Microsoft\SystemCertificates\My
668	services.exe	0x81c6d180	0x5c4	Thread	0x1f03ff	Tid 476 Pid 668
668	services.exe	0x81c3ef10	0x5c8	Mutant	0x1f0001	
668	services.exe	0x81bf95a0	0x5cc	Mutant	0x1f0001	
668	services.exe	0x81fc3cd8	0x5d0	Mutant	0x1f0001	{5EC171BB-F130-4a19-B782-B6E655E091B2}
668	services.exe	0x81c94020	0x5d4	Thread	0x1f03ff	Tid 400 Pid 668
668	services.exe	0x81e89390	0x5d8	Semaphore	0x1f0003	shell.{210A4BA0-3AEA-1069-A2D9-08002B30309D}
668	services.exe	0x81f12f60	0x5dc	Event	0x1f0003	
668	services.exe	0x81f402b8	0x5e0	Event	0x1f0003	{CAA6BD26-6C7B-4af0-95E2-53DE46FDDF26}
668	services.exe	0x821b75f8	0x5e4	Mutant	0x1f0001	{E41362C3-F75C-4ec2-AF49-3CB6BCA591CA}
668	services.exe	0xe29fa850	0x5e8	Section	0xf0007	{4A9A9FA4-5292-4607-B3CB-EE6A87A008A3}
668	services.exe	0x81f703a8	0x5ec	Mutant	0x1f0001	
668	services.exe	0x81be6390	0x5f0	Event	0x1f0003	WkssvcShutdownEvent2
668	services.exe	0x81be6390	0x5f4	Event	0x1f0003	WkssvcShutdownEvent2
668	services.exe	0x81f492b0	0x5f8	Thread	0x1f03ff	Tid 1552 Pid 668
668	services.exe	0x82279d38	0x5fc	Mutant	0x1f0001	
668	services.exe	0x82109ee8	0x600	Mutant	0x1f0001	
668	services.exe	0x81e09c10	0x604	Mutant	0x1f0001	
668	services.exe	0x81f34650	0x608	Event	0x1f0003	
668	services.exe	0x81eae8d8	0x60c	Mutant	0x1f0001	
668	services.exe	0x81e98a58	0x610	Mutant	0x1f0001	
668	services.exe	0x81fbee20	0x614	Mutant	0x1f0001	
668	services.exe	0x82137020	0x618	Mutant	0x1f0001	
668	services.exe	0x820fc2e0	0x61c	Mutant	0x1f0001	
668	services.exe	0x8208f608	0x620	Thread	0x1f03ff	Tid 1088 Pid 668
668	services.exe	0x81be6390	0x624	Event	0x1f0003	WkssvcShutdownEvent2
668	services.exe	0x81fc0020	0x628	Thread	0x1f03ff	Tid 568 Pid 668
668	services.exe	0xe2993d20	0x62c	Port	0x1f0001	
668	services.exe	0x81f08bb0	0x630	Mutant	0x1f0001	PrefetchFileCacheOwner
668	services.exe	0xe119e300	0x634	Section	0xf001f	
668	services.exe	0x822efe90	0x638	Event	0x1f0003	
668	services.exe	0x81c96db0	0x63c	Event	0x21f0003	
668	services.exe	0x81be6390	0x640	Event	0x1f0003	WkssvcShutdownEvent2
668	services.exe	0x81c8f710	0x644	Event	0x1f0003	
668	services.exe	0xe1834b80	0x648	Port	0x1f0001	VBA{8C17F660-9217-4a27-9738-6122D5D0E14C}
668	services.exe	0x81fcdda8	0x64c	Thread	0x1f03ff	Tid 348 Pid 668
668	services.exe	0xe249d840	0x650	Section	0xf001f	
668	services.exe	0x81c498c8	0x654	Process	0x1f0fff	lsass.exe Pid 868
668	services.exe	0x81f2ec48	0x658	Thread	0x1f03ff	Tid 112 Pid 868
668	services.exe	0x81edfef0	0x65c	Event	0x1f0003	
668	services.exe	0x81c47c00	0x660	Process	0x1f0fff	lsass.exe Pid 1928
668	services.exe	0x81bf3860	0x664	Thread	0x1f03ff	Tid 900 Pid 1928
668	services.exe	0x81c0fc38	0x668	Mutant	0x1f0001	
668	services.exe	0x81c4da50	0x66c	Event	0x1f0003	WkssvcStopEvent
668	services.exe	0x81f92850	0x670	Event	0x1f0003	WkssvcRestartEvent
668	services.exe	0x81be06e0	0x674	Mutant	0x1f0001	
668	services.exe	0x81be6390	0x678	Event	0x1f0003	WkssvcShutdownEvent2
668	services.exe	0x81c43388	0x67c	Mutant	0x1f0001	
668	services.exe	0x81f97bf0	0x680	Event	0x1f0003	PrefetchFileCache
668	services.exe	0x82272ee8	0x684	Event	0x1f0003	PrefetchRemoteFileCache
668	services.exe	0x81c343c0	0x688	Event	0x1f0003	
668	services.exe	0x81f78ea8	0x68c	Mutant	0x1f0001	Spooler_Perf_Library_Lock_PID_01F
668	services.exe	0x81c3f9e0	0x690	Mutant	0x1f0001	
668	services.exe	0x81f97c58	0x694	Event	0x1f0003	{85522152-83BF-41f9-B17D-324B4DFC7CC3}
668	services.exe	0x81c92428	0x698	Event	0x1f0003	{B2FAC8DC-557D-43ec-85D6-066B4FBC05AC}
668	services.exe	0x81fe1538	0x69c	Event	0x1f0003	CscCacheClearEvent
668	services.exe	0x82287618	0x6a0	Mutant	0x1f0001	85991EC7-5621-4A6F-9453-DC19BAE9C542
668	services.exe	0x82287618	0x6a4	Mutant	0x1f0001	85991EC7-5621-4A6F-9453-DC19BAE9C542
668	services.exe	0x8225c9d0	0x6a8	Event	0x1f0003	WMI_NetInfoEvt
668	services.exe	0x81c718c8	0x6ac	Event	0x1f0003	WMI_NetRsfdEvt
668	services.exe	0x81c0ec80	0x6b0	Event	0x1f0003	{0AD0A2ED-4ADF-E020-BAF6-A51BD448547A}
668	services.exe	0x8206c070	0x6b4	Event	0x1f0003	
668	services.exe	0xe2890bd0	0x6b8	Port	0x1f0001	
668	services.exe	0xe13328e8	0x6bc	Section	0xf001f	
668	services.exe	0x81deada8	0x6c0	Thread	0x1f03ff	Tid 1604 Pid 668
668	services.exe	0xe173a4e8	0x6c4	Port	0x1f0001	
680	lsass.exe	0xe10096e0	0x4	KeyedEvent	0xf0003	CritSecOutOfMemoryEvent
680	lsass.exe	0xe16008f8	0x8	Directory	0x3	KnownDlls
680	lsass.exe	0x8225bcf8	0xc	File	0x100020	\Device\HarddiskVolume1\WINDOWS\system32
680	lsass.exe	0x8205ac30	0x10	Semaphore	0x100003	
680	lsass.exe	0xe1613978	0x14	Directory	0xf000f	Windows
680	lsass.exe	0xe1a5a358	0x18	Port	0x21f0001	
680	lsass.exe	0x81d9ee90	0x1c	Semaphore	0x100003	
680	lsass.exe	0xe1623538	0x20	Directory	0x2000f	BaseNamedObjects
680	lsass.exe	0x81ee3980	0x24	Mutant	0x1f0001	SHIMLIB_LOG_MUTEX
680	lsass.exe	0xe19d7b40	0x28	Key	0x20f003f	MACHINE
680	lsass.exe	0xe1ed8208	0x2c	Port	0x1f0001	
680	lsass.exe	0x81d9c670	0x30	WindowStation	0xf016e	Service-0x0-3e7$
680	lsass.exe	0x822563f0	0x34	Desktop	0xf00cf	Default
680	lsass.exe	0x81d9c670	0x38	WindowStation	0xf016e	Service-0x0-3e7$
680	lsass.exe	0x81db9d50	0x3c	Semaphore	0x1f0003	
680	lsass.exe	0x820e0128	0x40	Event	0x1f0003	
680	lsass.exe	0xe19b5770	0x44	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
680	lsass.exe	0x821052f0	0x48	Semaphore	0x100003	
