Volatility 3 Framework 2.7.0

Virtual	Physical	Size	Offset in File	File output
0xc4381000	0x14a78000	0x1000	0x2cd8000	Disabled
0xc4382000	0x1493b000	0x1000	0x2cd9000	Disabled
0xc43a2000	0x15a2d000	0x1000	0x2cda000	Disabled
0xc43a5000	0x1a576000	0x1000	0x2cdb000	Disabled
0xc4400000	0x4407000	0x1000	0x2cdc000	Disabled
0xc44c1000	0x41c5000	0x1000	0x2cdd000	Disabled
0xc4598000	0x13121000	0x1000	0x2cde000	Disabled
0xc4599000	0x12aa8000	0x1000	0x2cdf000	Disabled
0xc4600000	0x14a8f000	0x1000	0x2ce0000	Disabled
0xc46c0000	0x43af000	0x1000	0x2ce1000	Disabled
0xc46c1000	0x43b2000	0x2000	0x2ce2000	Disabled
0xc46c3000	0x43b6000	0x1000	0x2ce4000	Disabled
0xc46c4000	0x43b1000	0x1000	0x2ce5000	Disabled
0xc46c5000	0x43b4000	0x1000	0x2ce6000	Disabled
0xc46c6000	0x43ad000	0x1000	0x2ce7000	Disabled
0xc46c7000	0x43b7000	0x1000	0x2ce8000	Disabled
0xc4780000	0x1cde7000	0x1000	0x2ce9000	Disabled
0xc47c0000	0x1cab0000	0x1000	0x2cea000	Disabled
0xc47c1000	0x1f033000	0x1000	0x2ceb000	Disabled
0xc4900000	0x444c000	0x1000	0x2cec000	Disabled
0xc4901000	0x4450000	0x1000	0x2ced000	Disabled
0xc4902000	0x444e000	0x1000	0x2cee000	Disabled
0xc4903000	0x4411000	0x1000	0x2cef000	Disabled
0xc4904000	0x444a000	0x1000	0x2cf0000	Disabled
0xc49c0000	0x43e1000	0x1000	0x2cf1000	Disabled
0xc49c1000	0x43e3000	0x1000	0x2cf2000	Disabled
0xc4a80000	0x1d39d000	0x1000	0x2cf3000	Disabled
0xc4b00000	0x41d9000	0x1000	0x2cf4000	Disabled
0xc4bc0000	0x14c8e000	0x1000	0x2cf5000	Disabled
0xc4bc5000	0x14c0d000	0x1000	0x2cf6000	Disabled
0xc4bcc000	0x16e02000	0x1000	0x2cf7000	Disabled
0xc4c80000	0x440e000	0x1000	0x2cf8000	Disabled
0xc4c81000	0x43d4000	0x1000	0x2cf9000	Disabled
0xc4c82000	0x43d2000	0x1000	0x2cfa000	Disabled
0xc4c83000	0x43d6000	0x2000	0x2cfb000	Disabled
0xc4c85000	0x43d3000	0x1000	0x2cfd000	Disabled
0xc4c86000	0x440d000	0x1000	0x2cfe000	Disabled
0xc4c87000	0x4410000	0x1000	0x2cff000	Disabled
0xc4c88000	0x43d8000	0x1000	0x2d00000	Disabled
0xc4d40000	0x1d848000	0x1000	0x2d01000	Disabled
0xc4e39000	0x4048000	0x1000	0x2d02000	Disabled
0xc4e41000	0x1e04d000	0x1000	0x2d03000	Disabled
0xc4e42000	0x4075000	0x1000	0x2d04000	Disabled
0xc4e44000	0x4077000	0x1000	0x2d05000	Disabled
0xc4e52000	0x407a000	0x1000	0x2d06000	Disabled
0xc4e53000	0x5321000	0x1000	0x2d07000	Disabled
0xc4e59000	0x3fc7000	0x1000	0x2d08000	Disabled
0xc4e5b000	0x407b000	0x1000	0x2d09000	Disabled
0xc4e5d000	0x989a000	0x1000	0x2d0a000	Disabled
0xc4e5e000	0x407c000	0x1000	0x2d0b000	Disabled
0xc4e5f000	0x184e7000	0x1000	0x2d0c000	Disabled
0xc4e64000	0x11ad0000	0x1000	0x2d0d000	Disabled
0xc4e65000	0x1b674000	0x1000	0x2d0e000	Disabled
0xc4e66000	0x3fc8000	0x2000	0x2d0f000	Disabled
0xc4e68000	0x27dd000	0x1000	0x2d11000	Disabled
0xc4e69000	0x407d000	0x1000	0x2d12000	Disabled
0xc4e6a000	0x3fca000	0x1000	0x2d13000	Disabled
0xc4e74000	0x3fcb000	0x1000	0x2d14000	Disabled
0xc4ec0000	0x42b9000	0x1000	0x2d15000	Disabled
0xc4f40000	0x42ad000	0x1000	0x2d16000	Disabled
0xc5040000	0x4344000	0x1000	0x2d17000	Disabled
0xc5041000	0x4350000	0x1000	0x2d18000	Disabled
0xc5042000	0x4315000	0x1000	0x2d19000	Disabled
0xc5043000	0x434d000	0x1000	0x2d1a000	Disabled
0xc5044000	0x4316000	0x1000	0x2d1b000	Disabled
0xc5045000	0x4312000	0x1000	0x2d1c000	Disabled
0xc5046000	0x4342000	0x1000	0x2d1d000	Disabled
0xc5047000	0x4346000	0x1000	0x2d1e000	Disabled
0xc5048000	0x434b000	0x1000	0x2d1f000	Disabled
0xc5049000	0x4349000	0x1000	0x2d20000	Disabled
0xc504a000	0x434f000	0x1000	0x2d21000	Disabled
0xc504b000	0x4311000	0x1000	0x2d22000	Disabled
0xc504c000	0x4314000	0x1000	0x2d23000	Disabled
0xc50c0000	0x43f0000	0x1000	0x2d24000	Disabled
0xc5101000	0x43de000	0x1000	0x2d25000	Disabled
0xc5102000	0x43dd000	0x1000	0x2d26000	Disabled
0xc5103000	0x4412000	0x1000	0x2d27000	Disabled
0xc5104000	0x43dc000	0x1000	0x2d28000	Disabled
0xc5105000	0x4417000	0x1000	0x2d29000	Disabled
0xc5106000	0x43df000	0x1000	0x2d2a000	Disabled
0xc5107000	0x4419000	0x1000	0x2d2b000	Disabled
0xc5108000	0x4416000	0x1000	0x2d2c000	Disabled
0xc5109000	0x43da000	0x1000	0x2d2d000	Disabled
0xc5169000	0x3f91000	0x3000	0x2d2e000	Disabled
0xc516c000	0x1d3a7000	0x1000	0x2d31000	Disabled
0xc516e000	0x3f94000	0x3000	0x2d32000	Disabled
0xc5171000	0x27db000	0x1000	0x2d35000	Disabled
0xc5172000	0x27da000	0x1000	0x2d36000	Disabled
0xc51e9000	0x1b91f000	0x1000	0x2d37000	Disabled
0xc51f8000	0x1767f000	0x1000	0x2d38000	Disabled
0xc51f9000	0x14bbd000	0x1000	0x2d39000	Disabled
0xc51fa000	0x1497f000	0x1000	0x2d3a000	Disabled
0xc51fb000	0x4025000	0x2000	0x2d3b000	Disabled
0xc5280000	0x49c9000	0x1000	0x2d3d000	Disabled
0xc5281000	0x492f000	0x2000	0x2d3e000	Disabled
0xc5284000	0x49cb000	0x1000	0x2d40000	Disabled
0xc5286000	0x49cd000	0x1000	0x2d41000	Disabled
0xc5287000	0x49cf000	0x1000	0x2d42000	Disabled
0xc5288000	0x4932000	0x1000	0x2d43000	Disabled
0xc528a000	0x49d0000	0x1000	0x2d44000	Disabled
0xc528c000	0x4911000	0x1000	0x2d45000	Disabled
0xc528d000	0x4934000	0x1000	0x2d46000	Disabled
0xc528f000	0x4954000	0x1000	0x2d47000	Disabled
0xc5291000	0x4939000	0x1000	0x2d48000	Disabled
0xc5292000	0x493b000	0x1000	0x2d49000	Disabled
0xc5293000	0x49c5000	0x1000	0x2d4a000	Disabled
0xc5294000	0x4958000	0x1000	0x2d4b000	Disabled
0xc5295000	0x495a000	0x1000	0x2d4c000	Disabled
0xc529f000	0xdfcc000	0x1000	0x2d4d000	Disabled
0xc52a0000	0x492d000	0x1000	0x2d4e000	Disabled
0xc52a1000	0x11727000	0x1000	0x2d4f000	Disabled
0xc52a2000	0x174d9000	0x1000	0x2d50000	Disabled
0xc52a3000	0x1c577000	0x1000	0x2d51000	Disabled
0xc52a4000	0x1c846000	0x1000	0x2d52000	Disabled
0xc52a5000	0x1c7d2000	0x1000	0x2d53000	Disabled
0xc52a6000	0x1c91c000	0x1000	0x2d54000	Disabled
0xc52a7000	0x1c4a9000	0x1000	0x2d55000	Disabled
0xc52a8000	0x1c7b6000	0x1000	0x2d56000	Disabled
0xc52a9000	0x1ca82000	0x1000	0x2d57000	Disabled
0xc52aa000	0x1c710000	0x1000	0x2d58000	Disabled
0xc52ab000	0x1ca1d000	0x1000	0x2d59000	Disabled
0xc52ac000	0x1c5aa000	0x1000	0x2d5a000	Disabled
0xc52ad000	0x1c784000	0x1000	0x2d5b000	Disabled
0xc52ae000	0x1c949000	0x1000	0x2d5c000	Disabled
0xc52af000	0x1c9dc000	0x1000	0x2d5d000	Disabled
0xc52b0000	0x1c6a5000	0x1000	0x2d5e000	Disabled
0xc52b1000	0x1c6b7000	0x1000	0x2d5f000	Disabled
0xc52b2000	0x1c745000	0x1000	0x2d60000	Disabled
0xc52b3000	0x1c750000	0x1000	0x2d61000	Disabled
0xc52b4000	0x1c9a2000	0x1000	0x2d62000	Disabled
0xc52b5000	0x1c5ea000	0x1000	0x2d63000	Disabled
0xc52b6000	0x1c835000	0x1000	0x2d64000	Disabled
0xc52b7000	0x1ca7d000	0x1000	0x2d65000	Disabled
0xc52b8000	0x1cc48000	0x1000	0x2d66000	Disabled
0xc52b9000	0x1cae0000	0x1000	0x2d67000	Disabled
0xc52ba000	0x1c63e000	0x1000	0x2d68000	Disabled
0xc52bb000	0x1ccc8000	0x1000	0x2d69000	Disabled
0xc52bc000	0x1cc15000	0x1000	0x2d6a000	Disabled
0xc52bd000	0x1cb4c000	0x1000	0x2d6b000	Disabled
0xc52be000	0x1c95b000	0x1000	0x2d6c000	Disabled
0xc52bf000	0x1cbb4000	0x1000	0x2d6d000	Disabled
0xc5540000	0x4327000	0x1000	0x2d6e000	Disabled
0xc5700000	0x41fe000	0x1000	0x2d6f000	Disabled
0xc5800000	0x4357000	0x1000	0x2d70000	Disabled
0xc5880000	0x4302000	0x1000	0x2d71000	Disabled
0xc58c0000	0x43bc000	0x1000	0x2d72000	Disabled
0xc5900000	0x43b8000	0x1000	0x2d73000	Disabled
0xc5980000	0x42c6000	0x1000	0x2d74000	Disabled
0xc59c0000	0x42ca000	0x1000	0x2d75000	Disabled
0xc5a00000	0x42cd000	0x1000	0x2d76000	Disabled
0xc5b00000	0x42e4000	0x1000	0x2d77000	Disabled
0xc5b01000	0x42e7000	0x1000	0x2d78000	Disabled
0xc5b02000	0x42e9000	0x1000	0x2d79000	Disabled
0xc5bc0000	0x4309000	0x1000	0x2d7a000	Disabled
0xc5c00000	0x439a000	0x1000	0x2d7b000	Disabled
0xc5c80000	0x430d000	0x1000	0x2d7c000	Disabled
0xc5d00000	0x4173000	0x1000	0x2d7d000	Disabled
0xc5d40000	0x41b0000	0x1000	0x2d7e000	Disabled
0xc5d80000	0x41b7000	0x1000	0x2d7f000	Disabled
0xc5dc0000	0x41a7000	0x1000	0x2d80000	Disabled
0xc5e00000	0x41aa000	0x1000	0x2d81000	Disabled
0xc5e40000	0x41ad000	0x1000	0x2d82000	Disabled
0xc5e81000	0x43a3000	0x1000	0x2d83000	Disabled
0xc5ec0000	0x4166000	0x1000	0x2d84000	Disabled
0xc5f40000	0x421b000	0x1000	0x2d85000	Disabled
0xc5fc0000	0x413f000	0x1000	0x2d86000	Disabled
0xc5fc1000	0x41c2000	0x1000	0x2d87000	Disabled
0xc6000000	0x415c000	0x1000	0x2d88000	Disabled
0xc6040000	0x41ba000	0x1000	0x2d89000	Disabled
0xc6088000	0x14cab000	0x1000	0x2d8a000	Disabled
0xc60a9000	0x14b2d000	0x1000	0x2d8b000	Disabled
0xc60aa000	0x3fe8000	0x1000	0x2d8c000	Disabled
0xc6126000	0x3fe7000	0x1000	0x2d8d000	Disabled
0xc612c000	0x175e3000	0x1000	0x2d8e000	Disabled
0xc6180000	0x424a000	0x1000	0x2d8f000	Disabled
0xc61c0000	0x41e6000	0x1000	0x2d90000	Disabled
0xc6200000	0x43ab000	0x1000	0x2d91000	Disabled
0xc6240000	0x4241000	0x1000	0x2d92000	Disabled
0xc640f000	0x16631000	0x1000	0x2d93000	Disabled
0xc6412000	0x164f8000	0x1000	0x2d94000	Disabled
0xc6413000	0x16539000	0x1000	0x2d95000	Disabled
0xc6417000	0x163fb000	0x1000	0x2d96000	Disabled
0xc6418000	0x1657c000	0x1000	0x2d97000	Disabled
0xc641a000	0x120b3000	0x1000	0x2d98000	Disabled
0xc641e000	0x16876000	0x1000	0x2d99000	Disabled
0xc641f000	0x165ff000	0x1000	0x2d9a000	Disabled
0xc6420000	0x16bc0000	0x1000	0x2d9b000	Disabled
0xc6423000	0x16702000	0x1000	0x2d9c000	Disabled
0xc6424000	0x15c03000	0x1000	0x2d9d000	Disabled
0xc6425000	0x16686000	0x1000	0x2d9e000	Disabled
0xc6429000	0x15bda000	0x1000	0x2d9f000	Disabled
0xc642c000	0x163e1000	0x1000	0x2da0000	Disabled
0xc642d000	0x16462000	0x1000	0x2da1000	Disabled
0xc6431000	0x8b24000	0x1000	0x2da2000	Disabled
0xc6432000	0x7ba6000	0x1000	0x2da3000	Disabled
0xc6434000	0x10228000	0x1000	0x2da4000	Disabled
0xc6439000	0x15a2a000	0x1000	0x2da5000	Disabled
0xc643a000	0x1666b000	0x1000	0x2da6000	Disabled
0xc643c000	0x1655d000	0x1000	0x2da7000	Disabled
0xc6600000	0x42a6000	0x1000	0x2da8000	Disabled
0xc66c0000	0x428d000	0x1000	0x2da9000	Disabled
0xc6706000	0x15bac000	0x1000	0x2daa000	Disabled
0xc671a000	0xd883000	0x1000	0x2dab000	Disabled
0xc671e000	0x1d878000	0x1000	0x2dac000	Disabled
0xc6720000	0x1d392000	0x1000	0x2dad000	Disabled
0xc6722000	0x1e2cb000	0x1000	0x2dae000	Disabled
0xc672f000	0x10d7d000	0x1000	0x2daf000	Disabled
0xc6731000	0x4f37000	0x1000	0x2db0000	Disabled
0xc6732000	0x151ca000	0x1000	0x2db1000	Disabled
0xc6840000	0xa76a000	0x1000	0x2db2000	Disabled
0xc6841000	0xa736000	0x4000	0x2db3000	Disabled
0xc6845000	0xa77a000	0x4000	0x2db7000	Disabled
0xc6849000	0xa73e000	0x2000	0x2dbb000	Disabled
0xc68c3000	0x1487a000	0x1000	0x2dbd000	Disabled
0xc68cc000	0x1b612000	0x1000	0x2dbe000	Disabled
0xc68d8000	0x1982d000	0x1000	0x2dbf000	Disabled
0xc68db000	0x1b55e000	0x1000	0x2dc0000	Disabled
0xc68dc000	0x1b8d9000	0x1000	0x2dc1000	Disabled
0xc68dd000	0x1bb2f000	0x1000	0x2dc2000	Disabled
0xc68e4000	0x1ba58000	0x1000	0x2dc3000	Disabled
0xc68e5000	0x14e4d000	0x1000	0x2dc4000	Disabled
0xc68e6000	0x4142000	0x1000	0x2dc5000	Disabled
0xc68e7000	0x3fae000	0x1000	0x2dc6000	Disabled
0xc68ea000	0x3faf000	0x1000	0x2dc7000	Disabled
0xc68eb000	0x1333f000	0x1000	0x2dc8000	Disabled
0xc68ec000	0x136ef000	0x1000	0x2dc9000	Disabled
0xc68ed000	0xda01000	0x1000	0x2dca000	Disabled
0xc68ee000	0xdf9f000	0x1000	0x2dcb000	Disabled
0xc68ef000	0x13e60000	0x1000	0x2dcc000	Disabled
0xc68f0000	0xdac4000	0x1000	0x2dcd000	Disabled
0xc68f1000	0x14e4c000	0x1000	0x2dce000	Disabled
0xc68f2000	0x14c48000	0x1000	0x2dcf000	Disabled
0xc68f3000	0x11703000	0x1000	0x2dd0000	Disabled
0xc68f4000	0x14990000	0x1000	0x2dd1000	Disabled
0xc68f5000	0x1158c000	0x1000	0x2dd2000	Disabled
0xc68f6000	0x13a13000	0x1000	0x2dd3000	Disabled
0xc68f7000	0x3fb8000	0x1000	0x2dd4000	Disabled
0xc68f8000	0x13065000	0x1000	0x2dd5000	Disabled
0xc68f9000	0x2d0f000	0x1000	0x2dd6000	Disabled
0xc68fa000	0x12146000	0x1000	0x2dd7000	Disabled
0xc68fb000	0x12753000	0x1000	0x2dd8000	Disabled
0xc68fc000	0x2e84000	0x1000	0x2dd9000	Disabled
0xc68fd000	0x2d43000	0x1000	0x2dda000	Disabled
0xc68fe000	0x3fbb000	0x1000	0x2ddb000	Disabled
0xc68ff000	0x139e9000	0x1000	0x2ddc000	Disabled
0xc6906000	0x7cd1000	0x1000	0x2ddd000	Disabled
0xc691a000	0x92b5000	0x1000	0x2dde000	Disabled
0xc692e000	0x1667c000	0x1000	0x2ddf000	Disabled
0xc6931000	0x16471000	0x1000	0x2de0000	Disabled
0xc6933000	0x164da000	0x1000	0x2de1000	Disabled
0xc693e000	0x5092000	0x1000	0x2de2000	Disabled
0xc69c0000	0x3a64000	0x3000	0x2de3000	Disabled
0xc69c3000	0x3a69000	0x2000	0x2de6000	Disabled
0xc69c5000	0x3a6e000	0x4000	0x2de8000	Disabled
0xc69c9000	0x3a78000	0x4000	0x2dec000	Disabled
0xc69d2000	0x3b01000	0x1000	0x2df0000	Disabled
0xc69d3000	0x3ac2000	0x1000	0x2df1000	Disabled
0xc69d5000	0x3ac4000	0x3000	0x2df2000	Disabled
0xc69d8000	0x1c605000	0x1000	0x2df5000	Disabled
0xc6a00000	0xc6ab000	0x1000	0x2df6000	Disabled
0xc6a01000	0xc673000	0x6000	0x2df7000	Disabled
0xc6a40000	0x3ab9000	0x1000	0x2dfd000	Disabled
0xc6a41000	0x1be87000	0x1000	0x2dfe000	Disabled
0xc6a42000	0x3abb000	0x5000	0x2dff000	Disabled
0xc6a47000	0x3c00000	0x1000	0x2e04000	Disabled
0xc6a48000	0x3b41000	0x1000	0x2e05000	Disabled
0xc6a49000	0x3b02000	0x4000	0x2e06000	Disabled
0xc6a4d000	0x1cf3d000	0x1000	0x2e0a000	Disabled
0xc6a57000	0x1d9bb000	0x1000	0x2e0b000	Disabled
0xc6a58000	0x3ad1000	0x3000	0x2e0c000	Disabled
0xc6a5b000	0x3ae1000	0x8000	0x2e0f000	Disabled
0xc6a65000	0x1bb75000	0x1000	0x2e17000	Disabled
0xc6a67000	0x3aed000	0x2000	0x2e18000	Disabled
0xc6a69000	0x1ced5000	0x1000	0x2e1a000	Disabled
0xc6a6a000	0x1cd5c000	0x1000	0x2e1b000	Disabled
0xc6a6b000	0x1cd57000	0x1000	0x2e1c000	Disabled
0xc6a6c000	0x3b43000	0x1000	0x2e1d000	Disabled
0xc6a6d000	0x1cd6c000	0x1000	0x2e1e000	Disabled
0xc6a6e000	0x3b45000	0x1000	0x2e1f000	Disabled
0xc6a6f000	0xf8ab000	0x1000	0x2e20000	Disabled
0xc6a70000	0x1b8aa000	0x1000	0x2e21000	Disabled
0xc6a71000	0x3b48000	0x9000	0x2e22000	Disabled
0xc6a7a000	0x3b11000	0x2000	0x2e2b000	Disabled
0xc6a7c000	0x1d50d000	0x1000	0x2e2d000	Disabled
0xc6a7d000	0x3b14000	0x1000	0x2e2e000	Disabled
0xc6a7e000	0x1d70a000	0x1000	0x2e2f000	Disabled
0xc6a7f000	0x1d378000	0x1000	0x2e30000	Disabled
0xc6a80000	0xa734000	0x1000	0x2e31000	Disabled
0xc6a81000	0xa807000	0x9000	0x2e32000	Disabled
0xc6a8a000	0xa7d0000	0x1000	0x2e3b000	Disabled
0xc6a8b000	0xa791000	0x6000	0x2e3c000	Disabled
0xc6a91000	0xa7a1000	0x4000	0x2e42000	Disabled
0xc6a95000	0xa7e5000	0x5000	0x2e46000	Disabled
0xc6a9a000	0xa7aa000	0x4000	0x2e4b000	Disabled
0xc6a9e000	0xa76e000	0xc000	0x2e4f000	Disabled
0xc6aaa000	0xa7ba000	0x4000	0x2e5b000	Disabled
0xc6aae000	0xa77e000	0x2000	0x2e5f000	Disabled
0xc6ab0000	0xab00000	0x1000	0x2e61000	Disabled
0xc6ab1000	0xa841000	0xf000	0x2e62000	Disabled
0xc6ac0000	0xa810000	0x1000	0x2e71000	Disabled
0xc6ac1000	0xa7d1000	0x14000	0x2e72000	Disabled
0xc6ad5000	0xa825000	0x5000	0x2e86000	Disabled
0xc6ada000	0xa7ea000	0x4000	0x2e8b000	Disabled
0xc6ade000	0xa7ae000	0xc000	0x2e8f000	Disabled
0xc6aea000	0xa7fa000	0x4000	0x2e9b000	Disabled
0xc6aee000	0xa7be000	0x2000	0x2e9f000	Disabled
0xc6af0000	0xab40000	0x1000	0x2ea1000	Disabled
0xc6af1000	0xa881000	0xf000	0x2ea2000	Disabled
0xc6b00000	0xa850000	0x1000	0x2eb1000	Disabled
0xc6b01000	0xa811000	0x14000	0x2eb2000	Disabled
0xc6b15000	0xa865000	0x5000	0x2ec6000	Disabled
0xc6b1a000	0xa82a000	0x4000	0x2ecb000	Disabled
0xc6b1e000	0xa7ee000	0xc000	0x2ecf000	Disabled
0xc6b2a000	0xa83a000	0x4000	0x2edb000	Disabled
0xc6b2e000	0xa7fe000	0x2000	0x2edf000	Disabled
0xc6b30000	0xab80000	0x1000	0x2ee1000	Disabled
0xc6b31000	0xa8c1000	0xf000	0x2ee2000	Disabled
0xc6b40000	0xa890000	0x1000	0x2ef1000	Disabled
0xc6b41000	0xa851000	0x14000	0x2ef2000	Disabled
0xc6b55000	0xa8a5000	0x5000	0x2f06000	Disabled
0xc6b5a000	0xa86a000	0x4000	0x2f0b000	Disabled
0xc6b5e000	0xa82e000	0xc000	0x2f0f000	Disabled
0xc6b6a000	0xa87a000	0x4000	0x2f1b000	Disabled
0xc6b6e000	0xa83e000	0x2000	0x2f1f000	Disabled
0xc6b70000	0xabc0000	0x1000	0x2f21000	Disabled
0xc6b71000	0xa901000	0xf000	0x2f22000	Disabled
0xc6b80000	0xa8d0000	0x1000	0x2f31000	Disabled
0xc6b81000	0xa891000	0x14000	0x2f32000	Disabled
0xc6b95000	0xa8e5000	0x5000	0x2f46000	Disabled
0xc6b9a000	0xa8aa000	0x4000	0x2f4b000	Disabled
0xc6b9e000	0xa86e000	0xc000	0x2f4f000	Disabled
0xc6baa000	0xa8ba000	0x4000	0x2f5b000	Disabled
0xc6bae000	0xa87e000	0x2000	0x2f5f000	Disabled
0xc6bb0000	0xac00000	0x1000	0x2f61000	Disabled
0xc6bb1000	0xa941000	0xf000	0x2f62000	Disabled
0xc6bc0000	0xa910000	0x1000	0x2f71000	Disabled
0xc6bc1000	0xa8d1000	0x14000	0x2f72000	Disabled
0xc6bd5000	0xa925000	0x5000	0x2f86000	Disabled
0xc6bda000	0xa8ea000	0x4000	0x2f8b000	Disabled
0xc6bde000	0xa8ae000	0xc000	0x2f8f000	Disabled
0xc6bea000	0xa8fa000	0x4000	0x2f9b000	Disabled
0xc6bee000	0xa8be000	0x2000	0x2f9f000	Disabled
0xc6bf0000	0xac40000	0x1000	0x2fa1000	Disabled
0xc6bf1000	0xa981000	0xf000	0x2fa2000	Disabled
0xc6c00000	0xa950000	0x1000	0x2fb1000	Disabled
0xc6c01000	0xa911000	0x14000	0x2fb2000	Disabled
0xc6c15000	0xa965000	0x5000	0x2fc6000	Disabled
0xc6c1a000	0xa92a000	0x4000	0x2fcb000	Disabled
0xc6c1e000	0xa8ee000	0xc000	0x2fcf000	Disabled
0xc6c2a000	0xa93a000	0x4000	0x2fdb000	Disabled
0xc6c2e000	0xa8fe000	0x2000	0x2fdf000	Disabled
0xc6c30000	0xac80000	0x1000	0x2fe1000	Disabled
0xc6c31000	0xa9c1000	0xf000	0x2fe2000	Disabled
0xc6c40000	0xa990000	0x1000	0x2ff1000	Disabled
0xc6c41000	0xa951000	0x14000	0x2ff2000	Disabled
0xc6c55000	0xa9a5000	0x5000	0x3006000	Disabled
0xc6c5a000	0xa96a000	0x4000	0x300b000	Disabled
0xc6c5e000	0xa92e000	0xc000	0x300f000	Disabled
0xc6c6a000	0xa97a000	0x4000	0x301b000	Disabled
0xc6c6e000	0xa93e000	0x2000	0x301f000	Disabled
0xc6c70000	0xacc0000	0x1000	0x3021000	Disabled
0xc6c71000	0xaa01000	0xf000	0x3022000	Disabled
0xc6c80000	0xa9d0000	0x1000	0x3031000	Disabled
0xc6c81000	0xa991000	0x14000	0x3032000	Disabled
0xc6c95000	0xa9e5000	0x5000	0x3046000	Disabled
0xc6c9a000	0xa9aa000	0x4000	0x304b000	Disabled
0xc6c9e000	0xa96e000	0xc000	0x304f000	Disabled
0xc6caa000	0xa9ba000	0x4000	0x305b000	Disabled
0xc6cae000	0xa97e000	0x2000	0x305f000	Disabled
0xc6cb0000	0xad00000	0x1000	0x3061000	Disabled
0xc6cb1000	0xaa41000	0xf000	0x3062000	Disabled
0xc6cc0000	0xaa10000	0x1000	0x3071000	Disabled
0xc6cc1000	0xa9d1000	0x14000	0x3072000	Disabled
0xc6cd5000	0xaa25000	0x5000	0x3086000	Disabled
0xc6cda000	0xa9ea000	0x4000	0x308b000	Disabled
0xc6cde000	0xa9ae000	0xc000	0x308f000	Disabled
0xc6cea000	0xa9fa000	0x4000	0x309b000	Disabled
0xc6cee000	0xa9be000	0x2000	0x309f000	Disabled
0xc6cf0000	0xad40000	0x1000	0x30a1000	Disabled
0xc6cf1000	0xaa81000	0xf000	0x30a2000	Disabled
0xc6d00000	0xaa50000	0x1000	0x30b1000	Disabled
0xc6d01000	0xaa11000	0x14000	0x30b2000	Disabled
0xc6d15000	0xaa65000	0x5000	0x30c6000	Disabled
0xc6d1a000	0xaa2a000	0x4000	0x30cb000	Disabled
0xc6d1e000	0xa9ee000	0xc000	0x30cf000	Disabled
0xc6d2a000	0xaa3a000	0x4000	0x30db000	Disabled
0xc6d2e000	0xa9fe000	0x2000	0x30df000	Disabled
0xc6d30000	0xad80000	0x1000	0x30e1000	Disabled
0xc6d31000	0xaac1000	0xf000	0x30e2000	Disabled
0xc6d40000	0xaa90000	0x1000	0x30f1000	Disabled
0xc6d41000	0xaa51000	0x14000	0x30f2000	Disabled
0xc6d55000	0xaaa5000	0x5000	0x3106000	Disabled
0xc6d5a000	0xaa6a000	0x4000	0x310b000	Disabled
0xc6d5e000	0xaa2e000	0xc000	0x310f000	Disabled
0xc6d6a000	0xaa7a000	0x4000	0x311b000	Disabled
0xc6d6e000	0xaa3e000	0x2000	0x311f000	Disabled
0xc6d70000	0xadc0000	0x1000	0x3121000	Disabled
0xc6d71000	0xab01000	0xf000	0x3122000	Disabled
0xc6d80000	0xaad0000	0x1000	0x3131000	Disabled
0xc6d81000	0xaa91000	0x14000	0x3132000	Disabled
0xc6d95000	0xaae5000	0x5000	0x3146000	Disabled
0xc6d9a000	0xaaaa000	0x4000	0x314b000	Disabled
0xc6d9e000	0xaa6e000	0xc000	0x314f000	Disabled
0xc6daa000	0xaaba000	0x4000	0x315b000	Disabled
0xc6dae000	0xaa7e000	0x2000	0x315f000	Disabled
0xc6db0000	0xae00000	0x1000	0x3161000	Disabled
0xc6db1000	0xab41000	0xf000	0x3162000	Disabled
0xc6dc0000	0xab10000	0x1000	0x3171000	Disabled
0xc6dc1000	0xaad1000	0x14000	0x3172000	Disabled
0xc6dd5000	0xab25000	0x5000	0x3186000	Disabled
0xc6dda000	0xaaea000	0x4000	0x318b000	Disabled
0xc6dde000	0xaaae000	0xc000	0x318f000	Disabled
0xc6dea000	0xaafa000	0x4000	0x319b000	Disabled
0xc6dee000	0xaabe000	0x2000	0x319f000	Disabled
0xc6df0000	0xae40000	0x1000	0x31a1000	Disabled
0xc6df1000	0xab81000	0xf000	0x31a2000	Disabled
0xc6e00000	0xab50000	0x1000	0x31b1000	Disabled
0xc6e01000	0xab11000	0x14000	0x31b2000	Disabled
0xc6e15000	0xab65000	0x5000	0x31c6000	Disabled
0xc6e1a000	0xab2a000	0x4000	0x31cb000	Disabled
0xc6e1e000	0xaaee000	0xc000	0x31cf000	Disabled
0xc6e2a000	0xab3a000	0x4000	0x31db000	Disabled
0xc6e2e000	0xaafe000	0x2000	0x31df000	Disabled
0xc6e30000	0xae80000	0x1000	0x31e1000	Disabled
0xc6e31000	0xabc1000	0xf000	0x31e2000	Disabled
0xc6e40000	0xab90000	0x1000	0x31f1000	Disabled
0xc6e41000	0xab51000	0x14000	0x31f2000	Disabled
0xc6e55000	0xaba5000	0x5000	0x3206000	Disabled
0xc6e5a000	0xab6a000	0x4000	0x320b000	Disabled
0xc6e5e000	0xab2e000	0xc000	0x320f000	Disabled
0xc6e6a000	0xab7a000	0x4000	0x321b000	Disabled
0xc6e6e000	0xab3e000	0x2000	0x321f000	Disabled
